total test length
23158
-------------------folder , length of x_test, y_test-------------------------
[0, 0, 0]


[39, 0, 0]
[0, 0, 0]
[0, 0, 0]


[39, 0, 0]
[0, 0, 0]
[0, 0, 0]


[39, 0, 0]
[0, 0, 0]
[0, 0, 0]


[39, 0, 0]
[0, 0, 0]
[0, 0, 0]


[39, 0, 0]
[0, 0, 0]
[0, 0, 0]


[39, 0, 0]
[0, 0, 0]
[0, 0, 0]


[39, 0, 0]
[0, 0, 0]
[0, 0, 0]


[39, 0, 0]
[0, 0, 0]
[0, 0, 0]


[39, 0, 0]
[0, 0, 0]
[0, 0, 0]


[39, 0, 0]
[0, 0, 0]
[0, 0, 0]
each floor by percent


[0.0, 100.0, 0.0]
[0, 0, 0]
[0, 0, 0]


[0.0, 97.43589743589743, 2.564102564102564]
[0, 0, 0]
[0, 0, 0]


[92.3076923076923, 5.128205128205128, 2.564102564102564]
[0, 0, 0]
[0, 0, 0]


[94.87179487179486, 5.128205128205128, 0.0]
[0, 0, 0]
[0, 0, 0]


[100.0, 0.0, 0.0]
[0, 0, 0]
[0, 0, 0]


[100.0, 0.0, 0.0]
[0, 0, 0]
[0, 0, 0]


[100.0, 0.0, 0.0]
[0, 0, 0]
[0, 0, 0]


[100.0, 0.0, 0.0]
[0, 0, 0]
[0, 0, 0]


[100.0, 0.0, 0.0]
[0, 0, 0]
[0, 0, 0]


[100.0, 0.0, 0.0]
[0, 0, 0]
[0, 0, 0]


[100.0, 0.0, 0.0]
[0, 0, 0]
[0, 0, 0]


[100.0, 0.0, 0.0]
[0, 0, 0]
[0, 0, 0]


[100.0, 0.0, 0.0]
[0, 0, 0]
[0, 0, 0]


[100.0, 0.0, 0.0]
[0, 0, 0]
[0, 0, 0]


[100.0, 0.0, 0.0]
[0, 0, 0]
[0, 0, 0]


[100.0, 0.0, 0.0]
[0, 0, 0]
[0, 0, 0]


[100.0, 0.0, 0.0]
[0, 0, 0]
[0, 0, 0]


[100.0, 0.0, 0.0]
[0, 0, 0]
[0, 0, 0]
total by number and percent
[619, 81, 2]
[0, 0, 0]
[0, 0, 0]
[88.17663817663818, 11.538461538461538, 0.2849002849002849]
[nan, nan, nan]
[nan, nan, nan]
total accuracy
0.8817663817663818
-------------------folder , length of x_test, y_test-------------------------
136 772 772
number by successful floor
0,0
1,0
2,0
3,0
4,2
5,7
6,5
7,19
8,23
9,30
10,31
11,50
12,45
13,90
14,90
15,90
16,94
17,83
18,113
each floor by number


[0, 24, 0]
[0, 251, 1]
[0, 235, 261]


[0, 24, 0]
[0, 259, 17]
[0, 105, 367]


[99, 40, 9]
[75, 134, 36]
[0, 65, 314]


[186, 11, 22]
[82, 141, 154]
[0, 59, 117]


[296, 3, 10]
[70, 211, 182]
[0, 0, 0]


[368, 32, 15]
[42, 281, 34]
[0, 0, 0]


[401, 82, 14]
[28, 240, 7]
[0, 0, 0]


[426, 94, 14]
[35, 199, 4]
[0, 0, 0]


[422, 103, 14]
[25, 203, 5]
[0, 0, 0]


[415, 113, 11]
[22, 205, 6]
[0, 0, 0]


[443, 216, 2]
[10, 101, 0]
[0, 0, 0]


[494, 248, 0]
[0, 30, 0]
[0, 0, 0]


[520, 116, 0]
[74, 62, 0]
[0, 0, 0]


[532, 22, 0]
[185, 33, 0]
[0, 0, 0]


[548, 6, 0]
[208, 10, 0]
[0, 0, 0]


[676, 0, 0]
[96, 0, 0]
[0, 0, 0]


[772, 0, 0]
[0, 0, 0]
[0, 0, 0]


[772, 0, 0]
[0, 0, 0]
[0, 0, 0]
each floor by percent


[0.0, 100.0, 0.0]
[0.0, 99.60317460317461, 0.3968253968253968]
[0.0, 47.37903225806452, 52.62096774193549]


[0.0, 100.0, 0.0]
[0.0, 93.84057971014494, 6.159420289855073]
[0.0, 22.24576271186441, 77.7542372881356]


[66.89189189189189, 27.027027027027028, 6.081081081081082]
[30.612244897959183, 54.69387755102041, 14.693877551020407]
[0.0, 17.150395778364118, 82.84960422163589]


[84.93150684931507, 5.0228310502283104, 10.045662100456621]
[21.750663129973475, 37.40053050397878, 40.84880636604775]
[0.0, 33.52272727272727, 66.47727272727273]


[95.79288025889969, 0.970873786407767, 3.236245954692557]
[15.11879049676026, 45.57235421166307, 39.30885529157668]
[0, 0, 0]


[88.67469879518072, 7.710843373493975, 3.614457831325301]
[11.764705882352942, 78.71148459383754, 9.523809523809524]
[0, 0, 0]


[80.6841046277666, 16.4989939637827, 2.8169014084507045]
[10.181818181818182, 87.27272727272727, 2.5454545454545454]
[0, 0, 0]


[79.7752808988764, 17.60299625468165, 2.6217228464419478]
[14.705882352941178, 83.61344537815127, 1.680672268907563]
[0, 0, 0]


[78.29313543599258, 19.109461966604826, 2.5974025974025974]
[10.729613733905579, 87.1244635193133, 2.1459227467811157]
[0, 0, 0]


[76.99443413729128, 20.964749536178108, 2.0408163265306123]
[9.442060085836909, 87.98283261802575, 2.575107296137339]
[0, 0, 0]


[67.0196671709531, 32.677760968229954, 0.302571860816944]
[9.009009009009008, 90.99099099099098, 0.0]
[0, 0, 0]


[66.57681940700809, 33.42318059299191, 0.0]
[0.0, 100.0, 0.0]
[0, 0, 0]


[81.76100628930817, 18.238993710691823, 0.0]
[54.41176470588235, 45.588235294117645, 0.0]
[0, 0, 0]


[96.028880866426, 3.9711191335740073, 0.0]
[84.86238532110092, 15.137614678899082, 0.0]
[0, 0, 0]


[98.91696750902527, 1.0830324909747293, 0.0]
[95.41284403669724, 4.587155963302752, 0.0]
[0, 0, 0]


[100.0, 0.0, 0.0]
[100.0, 0.0, 0.0]
[0, 0, 0]


[100.0, 0.0, 0.0]
[0, 0, 0]
[0, 0, 0]


[100.0, 0.0, 0.0]
[0, 0, 0]
[0, 0, 0]
total by number and percent
[7370, 1134, 111]
[952, 2360, 446]
[0, 464, 1059]
[85.54846198491003, 13.163087637840976, 1.2884503772489844]
[25.332623736029802, 62.79936136242682, 11.868014901543374]
[0.0, 30.46618516086671, 69.53381483913329]
total accuracy
0.7764104778353483
-------------------folder , length of x_test, y_test-------------------------
137 1569 1569
number by successful floor
0,0
1,0
2,0
3,0
4,0
5,0
6,6
7,13
8,43
9,49
10,37
11,32
12,52
13,79
14,104
15,86
16,272
17,388
18,408
each floor by number


[0, 33, 0]
[0, 350, 33]
[0, 43, 1110]


[0, 33, 0]
[0, 231, 26]
[0, 82, 1197]


[98, 24, 7]
[49, 101, 43]
[12, 50, 1185]


[142, 44, 3]
[58, 133, 41]
[2, 34, 1112]


[201, 39, 0]
[87, 168, 234]
[1, 24, 815]


[233, 70, 8]
[99, 331, 98]
[2, 44, 684]


[274, 80, 12]
[103, 364, 47]
[1, 86, 602]


[306, 85, 8]
[92, 396, 39]
[0, 115, 528]


[298, 104, 12]
[82, 390, 40]
[0, 108, 535]


[286, 101, 9]
[92, 420, 65]
[0, 80, 516]


[341, 120, 0]
[58, 661, 62]
[0, 113, 214]


[409, 137, 0]
[23, 1000, 0]
[0, 0, 0]


[513, 195, 0]
[69, 792, 0]
[0, 0, 0]


[683, 158, 0]
[73, 655, 0]
[0, 0, 0]


[983, 97, 0]
[106, 383, 0]
[0, 0, 0]


[1545, 0, 0]
[24, 0, 0]
[0, 0, 0]


[1569, 0, 0]
[0, 0, 0]
[0, 0, 0]


[1569, 0, 0]
[0, 0, 0]
[0, 0, 0]
each floor by percent


[0.0, 100.0, 0.0]
[0.0, 91.38381201044386, 8.616187989556135]
[0.0, 3.7294015611448397, 96.27059843885516]


[0.0, 100.0, 0.0]
[0.0, 89.88326848249028, 10.116731517509729]
[0.0, 6.411258795934324, 93.58874120406568]


[75.96899224806201, 18.6046511627907, 5.426356589147287]
[25.38860103626943, 52.33160621761658, 22.27979274611399]
[0.9623095429029671, 4.0096230954290295, 95.028067361668]


[75.13227513227514, 23.280423280423282, 1.5873015873015874]
[25.0, 57.327586206896555, 17.67241379310345]
[0.17421602787456444, 2.961672473867596, 96.86411149825784]


[83.75, 16.25, 0.0]
[17.791411042944787, 34.355828220858896, 47.85276073619632]
[0.11904761904761904, 2.857142857142857, 97.02380952380952]


[74.91961414790997, 22.508038585209004, 2.572347266881029]
[18.75, 62.68939393939394, 18.56060606060606]
[0.273972602739726, 6.027397260273973, 93.69863013698631]


[74.86338797814207, 21.85792349726776, 3.278688524590164]
[20.038910505836576, 70.8171206225681, 9.143968871595332]
[0.14513788098693758, 12.481857764876633, 87.37300435413643]


[76.69172932330827, 21.303258145363408, 2.0050125313283207]
[17.4573055028463, 75.14231499051235, 7.400379506641367]
[0.0, 17.884914463452567, 82.11508553654744]


[71.98067632850243, 25.120772946859905, 2.8985507246376816]
[16.015625, 76.171875, 7.8125]
[0.0, 16.796267496111977, 83.20373250388803]


[72.22222222222223, 25.505050505050505, 2.272727272727273]
[15.944540727902947, 72.79029462738302, 11.265164644714039]
[0.0, 13.422818791946309, 86.57718120805369]


[73.96963123644251, 26.030368763557483, 0.0]
[7.426376440460948, 84.63508322663253, 7.9385403329065305]
[0.0, 34.5565749235474, 65.4434250764526]


[74.9084249084249, 25.09157509157509, 0.0]
[2.2482893450635384, 97.75171065493646, 0.0]
[0, 0, 0]


[72.45762711864407, 27.54237288135593, 0.0]
[8.013937282229966, 91.98606271777004, 0.0]
[0, 0, 0]


[81.2128418549346, 18.787158145065398, 0.0]
[10.027472527472527, 89.97252747252747, 0.0]
[0, 0, 0]


[91.01851851851852, 8.981481481481481, 0.0]
[21.676891615541923, 78.32310838445808, 0.0]
[0, 0, 0]


[100.0, 0.0, 0.0]
[100.0, 0.0, 0.0]
[0, 0, 0]


[100.0, 0.0, 0.0]
[0, 0, 0]
[0, 0, 0]


[100.0, 0.0, 0.0]
[0, 0, 0]
[0, 0, 0]
total by number and percent
[9450, 1320, 59]
[1015, 6375, 728]
[18, 779, 8498]
[87.26567550096962, 12.18949118108782, 0.5448333179425616]
[12.503079576250308, 78.52919438285292, 8.967726040896773]
[0.19365250134480905, 8.380849919311459, 91.42549757934373]
total accuracy
0.8612350400113307
-------------------folder , length of x_test, y_test-------------------------
138 2039 2039
number by successful floor
0,0
1,0
2,0
3,0
4,0
5,0
6,27
7,2
8,9
9,8
10,18
11,18
12,31
13,72
14,131
15,228
16,535
17,450
18,510
each floor by number


[0, 29, 0]
[0, 382, 13]
[0, 115, 1500]


[0, 29, 0]
[0, 265, 8]
[0, 98, 1639]


[197, 28, 1]
[43, 33, 60]
[19, 42, 1616]


[218, 21, 0]
[53, 99, 100]
[21, 50, 1477]


[282, 15, 0]
[15, 235, 129]
[37, 113, 1213]


[291, 15, 0]
[51, 521, 29]
[0, 125, 1007]


[301, 21, 0]
[54, 694, 27]
[0, 158, 784]


[314, 84, 0]
[64, 725, 35]
[0, 143, 674]


[313, 73, 0]
[46, 750, 45]
[0, 142, 670]


[312, 74, 0]
[46, 814, 198]
[0, 53, 542]


[400, 110, 0]
[51, 940, 391]
[0, 2, 145]


[457, 174, 0]
[111, 1297, 0]
[0, 0, 0]


[725, 85, 0]
[143, 1086, 0]
[0, 0, 0]


[936, 61, 0]
[83, 959, 0]
[0, 0, 0]


[1376, 314, 0]
[5, 344, 0]
[0, 0, 0]


[2039, 0, 0]
[0, 0, 0]
[0, 0, 0]


[2039, 0, 0]
[0, 0, 0]
[0, 0, 0]


[2039, 0, 0]
[0, 0, 0]
[0, 0, 0]
each floor by percent


[0.0, 100.0, 0.0]
[0.0, 96.70886075949366, 3.291139240506329]
[0.0, 7.120743034055728, 92.87925696594428]


[0.0, 100.0, 0.0]
[0.0, 97.06959706959707, 2.93040293040293]
[0.0, 5.6419113413932065, 94.35808865860679]


[87.16814159292036, 12.389380530973453, 0.4424778761061947]
[31.617647058823525, 24.26470588235294, 44.11764705882353]
[1.1329755515802027, 2.5044722719141324, 96.36255217650567]


[91.2133891213389, 8.786610878661087, 0.0]
[21.03174603174603, 39.285714285714285, 39.682539682539684]
[1.3565891472868217, 3.2299741602067185, 95.41343669250645]


[94.94949494949495, 5.05050505050505, 0.0]
[3.9577836411609497, 62.00527704485488, 34.03693931398417]
[2.714600146735143, 8.290535583272193, 88.99486426999266]


[95.09803921568627, 4.901960784313726, 0.0]
[8.48585690515807, 86.68885191347754, 4.825291181364393]
[0.0, 11.042402826855124, 88.95759717314488]


[93.47826086956522, 6.521739130434782, 0.0]
[6.967741935483871, 89.54838709677419, 3.4838709677419355]
[0.0, 16.772823779193207, 83.2271762208068]


[78.89447236180905, 21.105527638190956, 0.0]
[7.766990291262136, 87.98543689320388, 4.247572815533981]
[0.0, 17.503059975520195, 82.4969400244798]


[81.0880829015544, 18.911917098445596, 0.0]
[5.469678953626635, 89.179548156956, 5.35077288941736]
[0.0, 17.487684729064043, 82.51231527093597]


[80.82901554404145, 19.17098445595855, 0.0]
[4.3478260869565215, 76.93761814744802, 18.714555765595463]
[0.0, 8.907563025210084, 91.09243697478992]


[78.43137254901961, 21.568627450980394, 0.0]
[3.6903039073806077, 68.01736613603472, 28.29232995658466]
[0.0, 1.3605442176870748, 98.63945578231292]


[72.42472266244057, 27.57527733755943, 0.0]
[7.8835227272727275, 92.11647727272727, 0.0]
[0, 0, 0]


[89.50617283950618, 10.493827160493828, 0.0]
[11.635475996745322, 88.36452400325469, 0.0]
[0, 0, 0]


[93.88164493480441, 6.118355065195586, 0.0]
[7.9654510556621885, 92.03454894433781, 0.0]
[0, 0, 0]


[81.42011834319527, 18.579881656804734, 0.0]
[1.4326647564469912, 98.567335243553, 0.0]
[0, 0, 0]


[100.0, 0.0, 0.0]
[0, 0, 0]
[0, 0, 0]


[100.0, 0.0, 0.0]
[0, 0, 0]
[0, 0, 0]


[100.0, 0.0, 0.0]
[0, 0, 0]
[0, 0, 0]
total by number and percent
[12239, 1133, 1]
[765, 9144, 1035]
[77, 1041, 11267]
[91.52022732371195, 8.472294922605249, 0.007477753682793689]
[6.990131578947368, 83.55263157894737, 9.457236842105264]
[0.6217198223657651, 8.405329027048849, 90.97295115058539]
total accuracy
0.8895972971500191
-------------------folder , length of x_test, y_test-------------------------
139 688 688
number by successful floor
0,0
1,0
2,0
3,0
4,0
5,0
6,3
7,6
8,10
9,13
10,19
11,52
12,66
13,89
14,122
15,119
16,104
17,41
18,44
each floor by number


[0, 26, 0]
[0, 200, 10]
[0, 62, 390]


[0, 26, 0]
[0, 132, 7]
[0, 40, 483]


[60, 28, 2]
[47, 41, 25]
[5, 24, 456]


[94, 23, 0]
[46, 89, 236]
[4, 22, 174]


[145, 27, 0]
[30, 160, 198]
[0, 50, 78]


[187, 81, 1]
[19, 228, 160]
[0, 0, 12]


[209, 77, 1]
[11, 265, 77]
[0, 1, 47]


[200, 28, 0]
[39, 266, 42]
[0, 21, 92]


[148, 28, 0]
[74, 251, 34]
[0, 6, 147]


[145, 27, 0]
[70, 154, 5]
[4, 47, 236]


[171, 13, 0]
[62, 173, 9]
[18, 93, 149]


[198, 3, 0]
[77, 224, 0]
[5, 160, 21]


[221, 0, 0]
[109, 257, 0]
[0, 82, 19]


[256, 0, 0]
[117, 303, 0]
[0, 12, 0]


[348, 0, 0]
[120, 220, 0]
[0, 0, 0]


[567, 0, 0]
[96, 25, 0]
[0, 0, 0]


[685, 0, 0]
[3, 0, 0]
[0, 0, 0]


[688, 0, 0]
[0, 0, 0]
[0, 0, 0]
each floor by percent


[0.0, 100.0, 0.0]
[0.0, 95.23809523809524, 4.761904761904762]
[0.0, 13.716814159292037, 86.28318584070797]


[0.0, 100.0, 0.0]
[0.0, 94.96402877697842, 5.035971223021583]
[0.0, 7.648183556405353, 92.35181644359464]


[66.66666666666667, 31.11111111111111, 2.2222222222222223]
[41.59292035398231, 36.283185840707965, 22.123893805309738]
[1.0309278350515465, 4.948453608247423, 94.02061855670104]


[80.34188034188034, 19.65811965811966, 0.0]
[12.398921832884097, 23.98921832884097, 63.61185983827493]
[2.0, 11.0, 87.0]


[84.30232558139535, 15.69767441860465, 0.0]
[7.731958762886598, 41.23711340206186, 51.03092783505155]
[0.0, 39.0625, 60.9375]


[69.51672862453532, 30.111524163568774, 0.3717472118959108]
[4.668304668304668, 56.01965601965602, 39.31203931203931]
[0.0, 0.0, 100.0]


[72.82229965156795, 26.829268292682926, 0.3484320557491289]
[3.11614730878187, 75.07082152974505, 21.813031161473088]
[0.0, 2.0833333333333335, 97.91666666666667]


[87.71929824561404, 12.280701754385966, 0.0]
[11.239193083573486, 76.65706051873198, 12.103746397694524]
[0.0, 18.58407079646018, 81.41592920353983]


[84.0909090909091, 15.909090909090908, 0.0]
[20.61281337047354, 69.91643454038997, 9.470752089136491]
[0.0, 3.9215686274509802, 96.07843137254902]


[84.30232558139535, 15.69767441860465, 0.0]
[30.56768558951965, 67.24890829694323, 2.1834061135371177]
[1.3937282229965156, 16.376306620209057, 82.22996515679442]


[92.93478260869564, 7.065217391304348, 0.0]
[25.40983606557377, 70.90163934426229, 3.6885245901639343]
[6.9230769230769225, 35.76923076923077, 57.30769230769231]


[98.50746268656718, 1.492537313432836, 0.0]
[25.581395348837212, 74.4186046511628, 0.0]
[2.6881720430107525, 86.02150537634408, 11.29032258064516]


[100.0, 0.0, 0.0]
[29.78142076502732, 70.21857923497268, 0.0]
[0.0, 81.18811881188118, 18.81188118811881]


[100.0, 0.0, 0.0]
[27.857142857142858, 72.14285714285714, 0.0]
[0.0, 100.0, 0.0]


[100.0, 0.0, 0.0]
[35.294117647058826, 64.70588235294117, 0.0]
[0, 0, 0]


[100.0, 0.0, 0.0]
[79.33884297520662, 20.66115702479339, 0.0]
[0, 0, 0]


[100.0, 0.0, 0.0]
[100.0, 0.0, 0.0]
[0, 0, 0]


[100.0, 0.0, 0.0]
[0, 0, 0]
[0, 0, 0]
total by number and percent
[4322, 387, 4]
[920, 2988, 803]
[36, 620, 2304]
[91.70379800551666, 8.211330362826226, 0.08487163165711861]
[19.528762470812993, 63.42602419868393, 17.045213330503078]
[1.2162162162162162, 20.945945945945947, 77.83783783783784]
total accuracy
0.7763242894056848
-------------------folder , length of x_test, y_test-------------------------
140 812 812
number by successful floor
0,0
1,0
2,0
3,0
4,0
5,0
6,25
7,39
8,32
9,74
10,63
11,66
12,79
13,72
14,88
15,95
16,159
17,20
18,0
each floor by number


[0, 95, 0]
[0, 145, 346]
[0, 0, 226]


[0, 95, 0]
[0, 116, 242]
[0, 0, 359]


[72, 66, 2]
[11, 51, 255]
[0, 0, 355]


[123, 76, 28]
[0, 13, 270]
[0, 0, 302]


[171, 80, 72]
[0, 38, 222]
[0, 34, 195]


[175, 75, 47]
[0, 393, 121]
[0, 1, 0]


[169, 90, 19]
[0, 488, 38]
[0, 8, 0]


[164, 46, 0]
[9, 413, 84]
[0, 96, 0]


[94, 2, 0]
[59, 160, 225]
[0, 140, 132]


[47, 0, 0]
[102, 95, 54]
[0, 3, 511]


[41, 0, 0]
[115, 76, 0]
[2, 41, 537]


[38, 0, 0]
[137, 79, 0]
[0, 140, 418]


[58, 0, 0]
[125, 137, 0]
[0, 106, 386]


[80, 0, 0]
[118, 318, 2]
[0, 131, 163]


[156, 0, 0]
[78, 578, 0]
[0, 0, 0]


[297, 1, 0]
[87, 427, 0]
[0, 0, 0]


[518, 0, 0]
[294, 0, 0]
[0, 0, 0]


[812, 0, 0]
[0, 0, 0]
[0, 0, 0]
each floor by percent


[0.0, 100.0, 0.0]
[0.0, 29.531568228105904, 70.46843177189409]
[0.0, 0.0, 100.00000000000001]


[0.0, 100.0, 0.0]
[0.0, 32.402234636871505, 67.59776536312849]
[0.0, 0.0, 100.0]


[51.42857142857143, 47.142857142857146, 1.4285714285714286]
[3.470031545741325, 16.08832807570978, 80.4416403785489]
[0.0, 0.0, 100.0]


[54.18502202643172, 33.480176211453745, 12.334801762114537]
[0.0, 4.593639575971731, 95.40636042402826]
[0.0, 0.0, 100.0]


[52.94117647058824, 24.76780185758514, 22.291021671826627]
[0.0, 14.615384615384615, 85.38461538461539]
[0.0, 14.847161572052402, 85.1528384279476]


[58.92255892255892, 25.252525252525253, 15.824915824915823]
[0.0, 76.4591439688716, 23.540856031128406]
[0.0, 100.0, 0.0]


[60.79136690647483, 32.37410071942446, 6.83453237410072]
[0.0, 92.77566539923954, 7.224334600760456]
[0.0, 100.0, 0.0]


[78.09523809523809, 21.904761904761905, 0.0]
[1.7786561264822136, 81.6205533596838, 16.600790513833992]
[0.0, 100.0, 0.0]


[97.91666666666667, 2.0833333333333335, 0.0]
[13.288288288288287, 36.03603603603603, 50.67567567567567]
[0.0, 51.470588235294116, 48.52941176470588]


[100.0, 0.0, 0.0]
[40.637450199203194, 37.84860557768925, 21.513944223107572]
[0.0, 0.5836575875486382, 99.41634241245137]


[100.0, 0.0, 0.0]
[60.20942408376963, 39.79057591623037, 0.0]
[0.3448275862068966, 7.06896551724138, 92.58620689655173]


[100.0, 0.0, 0.0]
[63.425925925925924, 36.57407407407407, 0.0]
[0.0, 25.089605734767026, 74.91039426523298]


[100.0, 0.0, 0.0]
[47.70992366412214, 52.29007633587786, 0.0]
[0.0, 21.544715447154474, 78.45528455284553]


[100.0, 0.0, 0.0]
[26.940639269406393, 72.6027397260274, 0.4566210045662101]
[0.0, 44.5578231292517, 55.4421768707483]


[100.0, 0.0, 0.0]
[11.890243902439025, 88.10975609756098, 0.0]
[0, 0, 0]


[99.66442953020135, 0.33557046979865773, 0.0]
[16.926070038910506, 83.0739299610895, 0.0]
[0, 0, 0]


[100.0, 0.0, 0.0]
[100.0, 0.0, 0.0]
[0, 0, 0]


[100.00000000000001, 0.0, 0.0]
[0, 0, 0]
[0, 0, 0]
total by number and percent
[3015, 626, 168]
[1135, 3527, 1859]
[2, 700, 3584]
[79.1546337621423, 16.434759779469676, 4.4106064583880285]
[17.405305934672597, 54.08679650360374, 28.507897561723663]
[0.04666355576294914, 16.332244517032198, 83.62109192720486]
total accuracy
0.6928024083196497
big_dic and big_dic_detailed
{0: 0, 1: 0, 2: 0, 3: 4, 4: 8, 5: 28, 6: 111, 7: 175, 8: 311, 9: 359, 10: 434, 11: 563, 12: 779, 13: 1297, 14: 1784, 15: 2331, 16: 3753, 17: 4878, 18: 6343}
{0: {0: [0, 671, 0], 1: [0, 4745, 885], 2: [0, 1282, 15575], 3: [0, 0, 0], 4: [0, 0, 0]}, 1: {0: [0, 662, 5], 1: [0, 3331, 681], 2: [0, 1191, 17288], 3: [0, 0, 0], 4: [0, 0, 0]}, 2: {0: [2009, 497, 59], 1: [720, 1010, 859], 2: [193, 682, 17129], 3: [0, 0, 0], 4: [0, 0, 0]}, 3: {0: [2538, 423, 65], 1: [924, 1614, 1271], 2: [78, 673, 15572], 3: [0, 0, 0], 4: [0, 0, 0]}, 4: {0: [3295, 310, 91], 1: [1008, 2548, 1707], 2: [75, 963, 13161], 3: [0, 0, 0], 4: [0, 0, 0]}, 5: {0: [3635, 410, 77], 1: [1132, 4689, 1340], 2: [48, 1443, 10384], 3: [0, 0, 0], 4: [0, 0, 0]}, 6: {0: [3992, 501, 49], 1: [1083, 7304, 988], 2: [21, 958, 8262], 3: [0, 0, 0], 4: [0, 0, 0]}, 7: {0: [4276, 515, 23], 1: [1141, 7600, 1008], 2: [8, 1280, 7307], 3: [0, 0, 0], 4: [0, 0, 0]}, 8: {0: [3941, 540, 28], 1: [1193, 7065, 1085], 2: [5, 1466, 7835], 3: [0, 0, 0], 4: [0, 0, 0]}, 9: {0: [3848, 550, 24], 1: [1231, 6789, 913], 2: [13, 1418, 8372], 3: [0, 0, 0], 4: [0, 0, 0]}, 10: {0: [4491, 795, 2], 1: [1213, 8934, 1048], 2: [21, 1873, 4781], 3: [0, 0, 0], 4: [0, 0, 0]}, 11: {0: [5436, 1016, 0], 1: [1401, 14209, 1], 2: [5, 494, 596], 3: [0, 0, 0], 4: [0, 0, 0]}, 12: {0: [6971, 1273, 0], 1: [1898, 12242, 16], 2: [0, 291, 467], 3: [0, 0, 0], 4: [0, 0, 0]}, 13: {0: [8758, 981, 0], 1: [2116, 10993, 2], 2: [0, 145, 163], 3: [0, 0, 0], 4: [0, 0, 0]}, 14: {0: [13336, 901, 0], 1: [1581, 7340, 0], 2: [0, 0, 0], 3: [0, 0, 0], 4: [0, 0, 0]}, 15: {0: [21101, 171, 0], 1: [1212, 674, 0], 2: [0, 0, 0], 3: [0, 0, 0], 4: [0, 0, 0]}, 16: {0: [22861, 0, 0], 1: [297, 0, 0], 2: [0, 0, 0], 3: [0, 0, 0], 4: [0, 0, 0]}, 17: {0: [23158, 0, 0], 1: [0, 0, 0], 2: [0, 0, 0], 3: [0, 0, 0], 4: [0, 0, 0]}}
